ID,Username,Author ID,Date,Time,Retweets,Favorites,Text,Mentions,Hashtags,Permalink,URL
839624636262383616,HERG_1One,761173952014188544,2017-03-09,05:21,0,1,"""Disfruta Viendo #TheBigBangTheory Theory: Temporada 1, Capitulo 3 en http://www. pelisplus.tv/serie/the-big- bang-theory/temporada/1/capitulo/3/ … pic.twitter.com/OYBKDUFeXj""",-,#TheBigBangTheory,https://twitter.com/HERG_1One/status/839624636262383616,http://www.pelisplus.tv/serie/the-big-bang-theory/temporada/1/capitulo/3/
839622395342147584,ShowBOXHD,836536583817875457,2017-03-09,05:12,0,0,"""Entra y Disfruta de la Segunda Temporada de #TheBigBangTheory http:// showwbox.blogspot.mx/2017/03/the-bi g-bang-theory-temporada-2.html … pic.twitter.com/yxlsnKhOJQ""",-,#TheBigBangTheory,https://twitter.com/ShowBOXHD/status/839622395342147584,http://showwbox.blogspot.mx/2017/03/the-big-bang-theory-temporada-2.html
839622309489086464,PersCabreados,2494330196,2017-03-09,05:12,0,0,"""Los de #TheBigBangTheory diciendo que no les importa no ir a la #SanDiegoComicCon y yo muriendo por ir.""",-,#TheBigBangTheory #SanDiegoComicCon,https://twitter.com/PersCabreados/status/839622309489086464,-
839622068048171009,HERG_1One,761173952014188544,2017-03-09,05:11,0,1,"""Disfruta Viendo #TheBigBangTheory : Temporada 1, Capitulo 2 en http://www. pelisplus.tv/serie/the-big- bang-theory/temporada/1/capitulo/2/ … pic.twitter.com/P6RB1Wg4Tj""",-,#TheBigBangTheory,https://twitter.com/HERG_1One/status/839622068048171009,http://www.pelisplus.tv/serie/the-big-bang-theory/temporada/1/capitulo/2/
839613920730046464,juanperofer,34270932,2017-03-09,04:38,0,0,"""Que grande #TheBigBangTheory""",-,#TheBigBangTheory,https://twitter.com/juanperofer/status/839613920730046464,-
839608164051992576,Rocky_ro_5158,593294737,2017-03-09,04:16,0,0,"""Rubiks Cube Tissue Bx Cover Kit Big Bang Theory MAKE YOUR OWN http:// r.ebay.com/OxMV2E #tbbt #bbt #bazinga #bigbangtheory #thebigbangtheory""",-,#tbbt #bbt #bazinga #bigbangtheory #thebigbangtheory,https://twitter.com/Rocky_ro_5158/status/839608164051992576,http://r.ebay.com/OxMV2E
839604178733395969,ADSLBlog,487918761,2017-03-09,04:00,0,0,"""Instrucciones para jugar a piedra papel tijera lagarto Spock #piedra #papel #tijera #lagarto #Spock #TBBT #TheBigBangTheory #SheldonCooper pic.twitter.com/mo5Gin5rvw""",-,#piedra #papel #tijera #lagarto #Spock #TBBT #TheBigBangTheory #SheldonCooper,https://twitter.com/ADSLBlog/status/839604178733395969,-
839592428805976072,Telfians Telfians,2585735641,2017-03-09,03:13,0,0,""". @BigBangTheory #TheBigBangTheory #TBBT https:// twitter.com/voiceoftv/stat us/839592333364588544 …""",@BigBangTheory,#TheBigBangTheory #TBBT,https://twitter.com/Telfians/status/839592428805976072,https://twitter.com/voiceoftv/status/839592333364588544
839592333364588544,Telfians,2585735641,2017-03-09,03:13,0,0,"""#TheBigBangTheory - 10x18 The Escape Hatch Identification - Sneak Peek #TBBT http:// votv.nl/rSZ2eV pic.twitter.com/QPdVp2SNMc""",-,#TheBigBangTheory #TBBT,https://twitter.com/Telfians/status/839592333364588544,http://votv.nl/rSZ2eV
839590538697330688,gorillaposition,83281615,2017-03-09,03:05,0,0,"""Ripple Junction Big Bang Theory Bazinga Adult T-Shirt Medium Red http:// pieceofshirt.com/a/?Action=SeeD etails&ASIN=B004QXYG1G … #TheBigBangTheory""",-,#TheBigBangTheory,https://twitter.com/gorillaposition/status/839590538697330688,http://pieceofshirt.com/a/?Action=SeeDetails&ASIN=B004QXYG1G
