ID,Username,Author ID,Date,Time,Retweets,Favorites,Text,Mentions,Hashtags,Permalink,URL
847594364088053762,ManganAlice,1716747997,2017-03-31,05:10,0,2,"""In T/Big Bang Theory do you think t/guys own all those computer bks? Or does t/Univ Dept? #TheBigBangTheory pic.twitter.com/8D3KQXFmlR""",-,#TheBigBangTheory,https://twitter.com/ManganAlice/status/847594364088053762,-
847590318614749184,MrtDmrlego,457414176,2017-03-31,04:54,0,0,"""yabancı part 2 :) prisonbreak - teenwolf - vikings - hannibal - sherlock - forever - mentalist - blacklist - thebigbangtheory - originals :)""",-,-,https://twitter.com/MrtDmrlego/status/847590318614749184,-
847584522174554114,roro_rocky5158,597817860,2017-03-31,04:31,0,0,"""Rubix Cube Handmade 3D Style Fridge Magnet http:// etsy.me/Kl13UL #tbbt #bbt #thebigbangtheory #bigbangtheory #bazinga #softkitty #sheldon""",-,#tbbt #bbt #thebigbangtheory #bigbangtheory #bazinga #softkitty #sheldon,https://twitter.com/roro_rocky5158/status/847584522174554114,http://etsy.me/Kl13UL
847584521633619969,rororocky1958,601061890,2017-03-31,04:31,0,0,"""Rubik Cube Tissue Box Cvr Solved Ver. Hand Made Big Bang Theory http:// r.ebay.com/bT0Qe1 #tbbt #bbt #thebigbangtheory #bigbangtheory #rubik""",-,#tbbt #bbt #thebigbangtheory #bigbangtheory #rubik,https://twitter.com/rororocky1958/status/847584521633619969,http://r.ebay.com/bT0Qe1
847584519892811776,Rocky_ro_5158,593294737,2017-03-31,04:31,0,0,"""Rubiks Cube Tissue Box Cvr Kit Big Bang Theory MAKE YOUR OWN http:// r.ebay.com/OxMV2E #tbbt #bbt #bazinga #bigbangtheory #thebigbangtheory""",-,#tbbt #bbt #bazinga #bigbangtheory #thebigbangtheory,https://twitter.com/Rocky_ro_5158/status/847584519892811776,http://r.ebay.com/OxMV2E
847584518655557632,ro_friz,589566079,2017-03-31,04:31,0,0,"""NEW Bazinga Hand Made Tissue Box Cover Big Bang Theory http:// etsy.me/y67DA2 #tbbt #bbt #bazinga #bigbangtheory #thebigbangtheory #sheldon""",-,#tbbt #bbt #bazinga #bigbangtheory #thebigbangtheory #sheldon,https://twitter.com/ro_friz/status/847584518655557632,http://etsy.me/y67DA2
847583282405552128,SandlerSteve,731825737,2017-03-31,04:26,0,0,"""Almost time for #TheBigBangTheory #TheGreatIndoors and #mom""",-,#TheBigBangTheory #TheGreatIndoors #mom,https://twitter.com/SandlerSteve/status/847583282405552128,-
847583040310308865,tvseriesfinale,961721,2017-03-31,04:25,0,1,"""#TheBigBangTheory : Why the cast took pay cuts for seasons 11 & 12 http:// buff.ly/2oeKS5Y pic.twitter.com/p6OJCvDxXY""",-,#TheBigBangTheory,https://twitter.com/tvseriesfinale/status/847583040310308865,http://buff.ly/2oeKS5Y
847580548402823168,All_Screens,3446067381,2017-03-31,04:15,1,0,"""¡Hora de retirarse a dormir! ¡Mañana ya es viernes y con el regreso de #Riverdale y #TheBigBangTheory ! ¡Buenas... http:// fb.me/1U7We4c3h""",-,#Riverdale #TheBigBangTheory,https://twitter.com/All_Screens/status/847580548402823168,http://fb.me/1U7We4c3h
847580521521479680,All_Screens,3446067381,2017-03-31,04:15,2,1,"""¡Hora de retirarse a dormir! ¡Mañana ya es viernes y con el regreso de #Riverdale y #TheBigBangTheory ! ¡Buenas noches allscreeners! pic.twitter.com/E1pW6DAfI6""",-,#Riverdale #TheBigBangTheory,https://twitter.com/All_Screens/status/847580521521479680,-
